Month,Longitude,Latitude,Outcome type
6/1/2015,-0.058224,51.540925,Suspect charged
6/1/2015,-0.067521,51.574054,Investigation complete; no suspect identified
6/1/2015,-0.065817,51.550969,Suspect charged
6/1/2015,-0.057321,51.534382,Investigation complete; no suspect identified
6/1/2015,-0.057321,51.534382,Investigation complete; no suspect identified
6/1/2015,-0.068037,51.55133,Investigation complete; no suspect identified
6/1/2015,-0.071448,51.531378,Investigation complete; no suspect identified
6/1/2015,-0.068784,51.531639,Investigation complete; no suspect identified
6/1/2015,-0.056738,51.546368,Investigation complete; no suspect identified
6/1/2015,-0.070287,51.567365,Investigation complete; no suspect identified
6/1/2015,-0.070287,51.567365,Investigation complete; no suspect identified
6/1/2015,-0.070287,51.567365,Investigation complete; no suspect identified
6/1/2015,-0.072611,51.543456,Investigation complete; no suspect identified
6/1/2015,-0.089406,51.530862,Investigation complete; no suspect identified
6/1/2015,-0.097558,51.566326,Investigation complete; no suspect identified
6/1/2015,-0.083134,51.524681,Suspect charged
6/1/2015,-0.101056,51.56409,Investigation complete; no suspect identified
6/1/2015,-0.08129,51.527061,Suspect charged
6/1/2015,,,Investigation complete; no suspect identified
6/1/2015,-0.072503,51.572949,Suspect charged
6/1/2015,-0.071505,51.55493,Suspect charged
6/1/2015,0.122087,51.564888,Investigation complete; no suspect identified
6/1/2015,0.122087,51.564888,Investigation complete; no suspect identified
6/1/2015,0.116301,51.609606,Investigation complete; no suspect identified
6/1/2015,0.075055,51.545046,Investigation complete; no suspect identified
6/1/2015,0.07314,51.588892,Offender given a drugs possession warning
6/1/2015,0.072532,51.559038,Offender given penalty notice
6/1/2015,0.088426,51.565861,Offender given a caution
6/1/2015,0.060698,51.597223,Offender given a caution
6/1/2015,0.097539,51.59613,Offender given a drugs possession warning
6/1/2015,0.073148,51.560835,Offender given a caution
6/1/2015,0.057199,51.579857,Offender given a caution
6/1/2015,0.067039,51.561968,Offender given a drugs possession warning
6/1/2015,,,Offender given a drugs possession warning
6/1/2015,0.070613,51.558074,Suspect charged
6/1/2015,0.087373,51.556105,Offender given a caution
6/1/2015,0.116783,51.578041,Offender given a drugs possession warning
6/1/2015,0.032378,51.546,Investigation complete; no suspect identified
6/1/2015,0.074816,51.550248,Offender given a caution
6/1/2015,0.096105,51.55808,Offender given a caution
6/1/2015,0.097221,51.548456,Investigation complete; no suspect identified
6/1/2015,0.072619,51.554271,Investigation complete; no suspect identified
6/1/2015,0.092913,51.568047,Offender given a caution
6/1/2015,0.071097,51.557616,Investigation complete; no suspect identified
6/1/2015,0.062523,51.572821,Investigation complete; no suspect identified
6/1/2015,0.071682,51.56033,Investigation complete; no suspect identified
6/1/2015,0.066679,51.597945,Investigation complete; no suspect identified
6/1/2015,0.107862,51.56367,Investigation complete; no suspect identified
6/1/2015,0.083244,51.553183,Suspect charged
6/1/2015,0.096747,51.565128,Investigation complete; no suspect identified
6/1/2015,0.072619,51.554271,Investigation complete; no suspect identified
6/1/2015,-0.023462,51.517818,Investigation complete; no suspect identified
6/1/2015,-0.023462,51.517818,Investigation complete; no suspect identified
6/1/2015,-0.023462,51.517818,Investigation complete; no suspect identified
6/1/2015,-0.028047,51.514433,Offender given penalty notice
6/1/2015,-0.012608,51.496628,Suspect charged
6/1/2015,-0.073629,51.516252,Investigation complete; no suspect identified
6/1/2015,-0.017454,51.504462,Suspect charged
6/1/2015,-0.041533,51.522609,Suspect charged
6/1/2015,-0.067551,51.515486,Suspect charged
6/1/2015,-0.038794,51.521924,Suspect charged
6/1/2015,-0.06304,51.509027,Investigation complete; no suspect identified
6/1/2015,-0.020759,51.522961,Investigation complete; no suspect identified
6/1/2015,-0.025046,51.534508,Suspect charged
6/1/2015,-0.020562,51.528839,Offender given a caution
6/1/2015,-0.062518,51.520988,Suspect charged
6/1/2015,-0.104524,51.374294,Investigation complete; no suspect identified
6/1/2015,-0.117076,51.336942,Investigation complete; no suspect identified
6/1/2015,-0.08844,51.388574,Investigation complete; no suspect identified
6/1/2015,-0.138586,51.327988,Investigation complete; no suspect identified
6/1/2015,-0.10025,51.375825,Investigation complete; no suspect identified
6/1/2015,-0.081854,51.3687,Investigation complete; no suspect identified
6/1/2015,-0.093726,51.413201,Investigation complete; no suspect identified
6/1/2015,-0.100795,51.373082,Investigation complete; no suspect identified
6/1/2015,-0.12669,51.382492,Investigation complete; no suspect identified
6/1/2015,-0.082069,51.418209,Investigation complete; no suspect identified
6/1/2015,-0.127214,51.334425,Investigation complete; no suspect identified
6/1/2015,-0.127214,51.334425,Investigation complete; no suspect identified
6/1/2015,-0.121935,51.373666,Investigation complete; no suspect identified
6/1/2015,-0.120325,51.398946,Investigation complete; no suspect identified
6/1/2015,-0.075505,51.332355,Investigation complete; no suspect identified
6/1/2015,-0.112107,51.388346,Investigation complete; no suspect identified
6/1/2015,-0.077138,51.377364,Investigation complete; no suspect identified
6/1/2015,-0.108784,51.38912,Investigation complete; no suspect identified
6/1/2015,-0.099688,51.399116,Investigation complete; no suspect identified
6/1/2015,-0.100795,51.373082,Investigation complete; no suspect identified
6/1/2015,-0.100795,51.373082,Investigation complete; no suspect identified
6/1/2015,-0.100795,51.373082,Investigation complete; no suspect identified
6/1/2015,-0.121935,51.373666,Investigation complete; no suspect identified
6/1/2015,-0.10328,51.378653,Investigation complete; no suspect identified
6/1/2015,-0.067954,51.379794,Investigation complete; no suspect identified
6/1/2015,-0.102566,51.37785,Investigation complete; no suspect identified
6/1/2015,-0.084261,51.4198,Investigation complete; no suspect identified
6/1/2015,-0.119517,51.393411,Investigation complete; no suspect identified
6/1/2015,-0.09697,51.38668,Investigation complete; no suspect identified
6/1/2015,-0.12291,51.298862,Investigation complete; no suspect identified
6/1/2015,-0.048989,51.347941,Investigation complete; no suspect identified
6/1/2015,-0.050562,51.37348,Investigation complete; no suspect identified
6/1/2015,-0.092272,51.382818,Investigation complete; no suspect identified
6/1/2015,-0.103934,51.418816,Suspect charged
6/1/2015,-0.110895,51.400323,Investigation complete; no suspect identified
6/1/2015,-0.082508,51.381597,Investigation complete; no suspect identified
6/1/2015,-0.09227,51.392557,Investigation complete; no suspect identified
6/1/2015,-0.117828,51.309131,Investigation complete; no suspect identified
6/1/2015,-0.117392,51.375131,Investigation complete; no suspect identified
6/1/2015,-0.122408,51.45548,Investigation complete; no suspect identified
6/1/2015,-0.122408,51.45548,Investigation complete; no suspect identified
6/1/2015,-0.050947,51.370834,Investigation complete; no suspect identified
6/1/2015,-0.12152,51.407661,Investigation complete; no suspect identified
6/1/2015,-0.12152,51.407661,Investigation complete; no suspect identified
6/1/2015,-0.07826,51.404783,Investigation complete; no suspect identified
6/1/2015,-0.115779,51.392371,Investigation complete; no suspect identified
6/1/2015,-0.118616,51.364197,Investigation complete; no suspect identified
6/1/2015,-0.0959,51.370899,Suspect charged
6/1/2015,-0.076512,51.40122,Investigation complete; no suspect identified
6/1/2015,-0.112038,51.384424,Investigation complete; no suspect identified
6/1/2015,-0.114454,51.337872,Investigation complete; no suspect identified
6/1/2015,-0.097543,51.354469,Investigation complete; no suspect identified
6/1/2015,-0.013451,51.355168,Investigation complete; no suspect identified
6/1/2015,-0.121858,51.379762,Investigation complete; no suspect identified
6/1/2015,-0.070001,51.38203,Investigation complete; no suspect identified
6/1/2015,-0.067256,51.391598,Investigation complete; no suspect identified
6/1/2015,-0.082411,51.41932,Investigation complete; no suspect identified
6/1/2015,-0.098685,51.382751,Suspect charged
6/1/2015,-0.134102,51.381873,Investigation complete; no suspect identified
6/1/2015,0.021546,51.519614,Investigation complete; no suspect identified
6/1/2015,0.023888,51.510995,Investigation complete; no suspect identified
6/1/2015,-0.05386,51.616147,Investigation complete; no suspect identified
6/1/2015,-0.129388,51.632743,Investigation complete; no suspect identified
6/1/2015,-0.129388,51.632743,Investigation complete; no suspect identified
6/1/2015,-0.042,51.650049,Investigation complete; no suspect identified
6/1/2015,-0.063813,51.66533,Offender given a drugs possession warning
6/1/2015,-0.033284,51.674417,Suspect charged
6/1/2015,-0.033284,51.674417,Suspect charged
6/1/2015,-0.101772,51.615475,Offender given a caution
6/1/2015,-0.040566,51.649792,Investigation complete; no suspect identified
6/1/2015,-0.131247,51.634265,Investigation complete; no suspect identified
6/1/2015,-0.030892,51.660538,Investigation complete; no suspect identified
6/1/2015,-0.075608,51.608431,Suspect charged
6/1/2015,-0.046301,51.660633,Investigation complete; no suspect identified
6/1/2015,-0.072666,51.651618,Investigation complete; no suspect identified
6/1/2015,-0.064873,51.666237,Investigation complete; no suspect identified
6/1/2015,-0.08142,51.651078,Investigation complete; no suspect identified
6/1/2015,-0.080565,51.651478,Investigation complete; no suspect identified
6/1/2015,-0.0889,51.666055,Investigation complete; no suspect identified
6/1/2015,,,Investigation complete; no suspect identified
6/1/2015,-0.045908,51.656661,Investigation complete; no suspect identified
6/1/2015,-0.045908,51.656661,Investigation complete; no suspect identified
6/1/2015,-0.124224,51.61955,Investigation complete; no suspect identified
6/1/2015,-0.077724,51.62431,Suspect charged
6/1/2015,-0.05386,51.616147,Investigation complete; no suspect identified
6/1/2015,-0.05386,51.616147,Investigation complete; no suspect identified
6/1/2015,-0.039564,51.671321,Investigation complete; no suspect identified
6/1/2015,-0.043855,51.674792,Suspect charged
6/1/2015,-0.082662,51.621999,Investigation complete; no suspect identified
6/1/2015,-0.07975,51.652283,Investigation complete; no suspect identified
6/1/2015,-0.07975,51.652283,Investigation complete; no suspect identified
6/1/2015,-0.073844,51.620074,Investigation complete; no suspect identified
6/1/2015,-0.066827,51.644121,Investigation complete; no suspect identified
6/1/2015,-0.051732,51.635814,Investigation complete; no suspect identified
6/1/2015,-0.083293,51.611128,Investigation complete; no suspect identified
6/1/2015,-0.032267,51.653825,Suspect charged
6/1/2015,-0.050622,51.625302,Local resolution
6/1/2015,-0.058926,51.624037,Investigation complete; no suspect identified
6/1/2015,-0.10788,51.612067,Investigation complete; no suspect identified
6/1/2015,-0.099694,51.611979,Investigation complete; no suspect identified
6/1/2015,-0.07975,51.652283,Investigation complete; no suspect identified
6/1/2015,,,Investigation complete; no suspect identified
6/1/2015,-0.083064,51.649459,Investigation complete; no suspect identified
6/1/2015,-0.062324,51.636844,Investigation complete; no suspect identified
6/1/2015,-0.05398,51.672073,Investigation complete; no suspect identified
6/1/2015,-0.058976,51.625566,Investigation complete; no suspect identified
6/1/2015,-0.122108,51.613069,Investigation complete; no suspect identified
6/1/2015,-0.122108,51.613069,Investigation complete; no suspect identified
6/1/2015,-0.061713,51.614901,Investigation complete; no suspect identified
6/1/2015,-0.069395,51.629254,Investigation complete; no suspect identified
6/1/2015,-0.046993,51.67211,Investigation complete; no suspect identified
6/1/2015,-0.079365,51.631648,Suspect charged
6/1/2015,-0.077939,51.664006,Investigation complete; no suspect identified
6/1/2015,-0.089699,51.629532,Suspect charged
6/1/2015,-0.045903,51.638631,Investigation complete; no suspect identified
6/1/2015,-0.074767,51.618066,Suspect charged
6/1/2015,-0.047468,51.640878,Investigation complete; no suspect identified
6/1/2015,-0.047468,51.640878,Investigation complete; no suspect identified
6/1/2015,-0.063,51.620984,Investigation complete; no suspect identified
6/1/2015,-0.033479,51.636185,Suspect charged
6/1/2015,-0.046807,51.65727,Investigation complete; no suspect identified
6/1/2015,-0.051473,51.623652,Investigation complete; no suspect identified
6/1/2015,-0.06233,51.622133,Suspect charged
6/1/2015,-0.087016,51.616027,Investigation complete; no suspect identified
6/1/2015,-0.091623,51.633934,Suspect charged
6/1/2015,-0.037883,51.60813,Suspect charged
6/1/2015,-0.050908,51.659757,Investigation complete; no suspect identified
6/1/2015,-0.016994,51.667876,Investigation complete; no suspect identified
6/1/2015,0.147847,51.566191,Investigation complete; no suspect identified
6/1/2015,0.152327,51.532431,Investigation complete; no suspect identified
6/1/2015,0.160658,51.540884,Investigation complete; no suspect identified
6/1/2015,0.160658,51.540884,Investigation complete; no suspect identified
6/1/2015,0.10101,51.548361,Investigation complete; no suspect identified
6/1/2015,-0.385805,51.4422,Investigation complete; no suspect identified
6/1/2015,0.131319,51.56267,Investigation complete; no suspect identified
6/1/2015,0.115611,51.551561,Investigation complete; no suspect identified
6/1/2015,0.073344,51.531524,Suspect charged
6/1/2015,0.159248,51.555586,Investigation complete; no suspect identified
6/1/2015,0.08057,51.540119,Suspect charged
6/1/2015,0.087964,51.540033,Investigation complete; no suspect identified
6/1/2015,0.080758,51.538848,Offender given a caution
6/1/2015,0.156456,51.548389,Investigation complete; no suspect identified
6/1/2015,0.132395,51.57087,Suspect charged
6/1/2015,0.154478,51.543156,Offender given a drugs possession warning
6/1/2015,0.154478,51.543156,Investigation complete; no suspect identified
6/1/2015,0.120975,51.562993,Suspect charged
6/1/2015,0.121056,51.535285,Investigation complete; no suspect identified
6/1/2015,0.081891,51.538414,Suspect charged
6/1/2015,0.140847,51.569529,Suspect charged
6/1/2015,0.098509,51.525978,Suspect charged
6/1/2015,0.098509,51.525978,Suspect charged
6/1/2015,0.08359,51.536136,Investigation complete; no suspect identified
6/1/2015,0.081891,51.538414,Suspect charged
6/1/2015,0.081555,51.537035,Investigation complete; no suspect identified
6/1/2015,0.138182,51.574551,Investigation complete; no suspect identified
6/1/2015,0.13592,51.571247,Suspect charged
6/1/2015,0.078746,51.539324,Investigation complete; no suspect identified
6/1/2015,0.101609,51.524753,Investigation complete; no suspect identified
6/1/2015,0.135866,51.587336,Investigation complete; no suspect identified
6/1/2015,0.155035,51.542444,Investigation complete; no suspect identified
6/1/2015,0.145852,51.531785,Investigation complete; no suspect identified
6/1/2015,0.137045,51.533385,Investigation complete; no suspect identified
6/1/2015,0.173356,51.541333,Investigation complete; no suspect identified
6/1/2015,0.118175,51.525705,Investigation complete; no suspect identified
6/1/2015,0.148729,51.540842,Investigation complete; no suspect identified
6/1/2015,0.145137,51.550629,Investigation complete; no suspect identified
6/1/2015,0.147969,51.541234,Investigation complete; no suspect identified
6/1/2015,0.127251,51.537322,Investigation complete; no suspect identified
6/1/2015,0.168819,51.535688,Investigation complete; no suspect identified
6/1/2015,0.157565,51.533414,Investigation complete; no suspect identified
6/1/2015,0.13583,51.561338,Investigation complete; no suspect identified
6/1/2015,0.116813,51.567214,Investigation complete; no suspect identified
6/1/2015,0.148729,51.540842,Investigation complete; no suspect identified
6/1/2015,0.087049,51.538296,Investigation complete; no suspect identified
6/1/2015,0.102492,51.540772,Investigation complete; no suspect identified
6/1/2015,0.143782,51.53131,Investigation complete; no suspect identified
6/1/2015,0.14503,51.536701,Investigation complete; no suspect identified
6/1/2015,0.152891,51.538868,Investigation complete; no suspect identified
6/1/2015,0.128574,51.558269,Investigation complete; no suspect identified
6/1/2015,0.1476,51.557886,Investigation complete; no suspect identified
6/1/2015,0.124623,51.565742,Investigation complete; no suspect identified
6/1/2015,0.124623,51.565742,Investigation complete; no suspect identified
6/1/2015,0.10421,51.516739,Investigation complete; no suspect identified
6/1/2015,-0.134102,51.381873,Investigation complete; no suspect identified
6/1/2015,-0.08935,51.414685,Investigation complete; no suspect identified
6/1/2015,-0.10008,51.373008,Offender given a caution
6/1/2015,-0.10008,51.373008,Offender given a caution
6/1/2015,-0.118471,51.396479,Investigation complete; no suspect identified
6/1/2015,-0.014832,51.341486,Investigation complete; no suspect identified
6/1/2015,-0.10112,51.40342,Investigation complete; no suspect identified
6/1/2015,-0.128977,51.382079,Investigation complete; no suspect identified
6/1/2015,0.044575,51.473783,Investigation complete; no suspect identified
6/1/2015,-0.010073,51.482044,Investigation complete; no suspect identified
6/1/2015,0.02538,51.465331,Local resolution
6/1/2015,0.02538,51.465331,Local resolution
6/1/2015,0.118316,51.497061,Investigation complete; no suspect identified
6/1/2015,0.089211,51.489139,Local resolution
6/1/2015,0.10615,51.506003,Investigation complete; no suspect identified
6/1/2015,0.004747,51.498473,Suspect charged
6/1/2015,-0.000959,51.482986,Investigation complete; no suspect identified
6/1/2015,0.064022,51.480016,Investigation complete; no suspect identified
6/1/2015,0.101985,51.504108,Local resolution
6/1/2015,0.049028,51.4909,Investigation complete; no suspect identified
6/1/2015,0.014078,51.476443,Offender given a caution
6/1/2015,0.029783,51.450353,Offender given a drugs possession warning
6/1/2015,0.104115,51.487469,Investigation complete; no suspect identified
6/1/2015,0.065765,51.489905,Suspect charged
6/1/2015,0.04733,51.473897,Suspect charged
6/1/2015,,,Investigation complete; no suspect identified
6/1/2015,0.007338,51.501027,Investigation complete; no suspect identified
6/1/2015,0.09619,51.476424,Investigation complete; no suspect identified
6/1/2015,0.038524,51.465975,Investigation complete; no suspect identified
6/1/2015,0.080236,51.451142,Investigation complete; no suspect identified
6/1/2015,0.06871,51.491301,Local resolution
6/1/2015,0.06321,51.443817,Investigation complete; no suspect identified
6/1/2015,0.048774,51.459852,Investigation complete; no suspect identified
6/1/2015,0.085527,51.449123,Investigation complete; no suspect identified
6/1/2015,-0.008476,51.481675,Suspect charged
6/1/2015,0.088676,51.477754,Investigation complete; no suspect identified
6/1/2015,0.062089,51.490788,Investigation complete; no suspect identified
6/1/2015,0.009937,51.496244,Investigation complete; no suspect identified
6/1/2015,0.082364,51.479548,Investigation complete; no suspect identified
6/1/2015,0.062089,51.490788,Investigation complete; no suspect identified
6/1/2015,0.045806,51.464931,Investigation complete; no suspect identified
6/1/2015,0.045806,51.464931,Investigation complete; no suspect identified
6/1/2015,0.033237,51.473018,Investigation complete; no suspect identified
6/1/2015,0.084938,51.477272,Investigation complete; no suspect identified
6/1/2015,,,Investigation complete; no suspect identified
6/1/2015,,,Investigation complete; no suspect identified
6/1/2015,-0.013156,51.472753,Investigation complete; no suspect identified
6/1/2015,0.067215,51.489789,Investigation complete; no suspect identified
6/1/2015,0.067215,51.489789,Investigation complete; no suspect identified
6/1/2015,0.070474,51.481908,Investigation complete; no suspect identified
6/1/2015,0.021581,51.470603,Investigation complete; no suspect identified
6/1/2015,0.021581,51.470603,Investigation complete; no suspect identified
6/1/2015,0.024825,51.469387,Suspect charged
6/1/2015,0.107171,51.494384,Investigation complete; no suspect identified
6/1/2015,0.065944,51.491304,Suspect charged
6/1/2015,-0.048358,51.411096,Investigation complete; no suspect identified
6/1/2015,-0.048358,51.411096,Investigation complete; no suspect identified
6/1/2015,0.025087,51.412854,Suspect charged
6/1/2015,0.025087,51.412854,Suspect charged
6/1/2015,-0.029968,51.396319,Investigation complete; no suspect identified
6/1/2015,-0.062188,51.412549,Investigation complete; no suspect identified
6/1/2015,0.016969,51.399954,Investigation complete; no suspect identified
6/1/2015,0.035779,51.412363,Suspect charged
6/1/2015,0.016042,51.406984,Investigation complete; no suspect identified
6/1/2015,-0.022524,51.37694,Investigation complete; no suspect identified
6/1/2015,0.08981,51.351554,Investigation complete; no suspect identified
6/1/2015,0.054554,51.299875,Suspect charged
6/1/2015,0.079921,51.379267,Investigation complete; no suspect identified
6/1/2015,-0.003269,51.388826,Investigation complete; no suspect identified
6/1/2015,-0.003269,51.388826,Investigation complete; no suspect identified
6/1/2015,-0.049052,51.396809,Investigation complete; no suspect identified
6/1/2015,-0.03843,51.423997,Investigation complete; no suspect identified
6/1/2015,-0.057315,51.414186,Suspect charged
6/1/2015,0.089765,51.354982,Suspect charged
6/1/2015,0.072065,51.37428,Investigation complete; no suspect identified
6/1/2015,-0.027533,51.41349,Offender given a caution
6/1/2015,0.074656,51.387724,Investigation complete; no suspect identified
6/1/2015,0.080569,51.387853,Investigation complete; no suspect identified
6/1/2015,0.092698,51.406711,Investigation complete; no suspect identified
6/1/2015,0.099725,51.375226,Suspect charged
6/1/2015,-0.020934,51.415456,Investigation complete; no suspect identified
6/1/2015,-0.020934,51.415456,Investigation complete; no suspect identified
6/1/2015,-0.027682,51.376272,Offender given a caution
6/1/2015,-0.257859,51.54977,Investigation complete; no suspect identified
6/1/2015,-0.257859,51.54977,Investigation complete; no suspect identified
6/1/2015,-0.257859,51.54977,Investigation complete; no suspect identified
6/1/2015,-0.257859,51.54977,Investigation complete; no suspect identified
6/1/2015,-0.257859,51.54977,Investigation complete; no suspect identified
6/1/2015,0.114341,51.396781,Investigation complete; no suspect identified
6/1/2015,-0.074958,51.398839,Investigation complete; no suspect identified
6/1/2015,-0.074958,51.398839,Investigation complete; no suspect identified
6/1/2015,-0.078592,51.419842,Investigation complete; no suspect identified
6/1/2015,-0.078592,51.419842,Investigation complete; no suspect identified
6/1/2015,0.10496,51.392237,Investigation complete; no suspect identified
6/1/2015,0.10496,51.392237,Investigation complete; no suspect identified
6/1/2015,-0.027304,51.405456,Investigation complete; no suspect identified
6/1/2015,-0.027304,51.405456,Investigation complete; no suspect identified
6/1/2015,0.079854,51.358764,Investigation complete; no suspect identified
6/1/2015,0.020976,51.422349,Suspect charged
6/1/2015,-0.070722,51.413409,Investigation complete; no suspect identified
6/1/2015,0.051092,51.391754,Investigation complete; no suspect identified
6/1/2015,0.118522,51.375895,Local resolution
6/1/2015,0.031962,51.320377,Investigation complete; no suspect identified
6/1/2015,-0.039761,51.448354,Suspect charged
6/1/2015,-0.01296,51.428541,Investigation complete; no suspect identified
6/1/2015,-0.010128,51.43941,Suspect charged
6/1/2015,-0.024039,51.428818,Suspect charged
6/1/2015,-0.025187,51.444242,Offender given a drugs possession warning
6/1/2015,-0.034022,51.454301,Offender given a caution
6/1/2015,-0.004363,51.451524,Investigation complete; no suspect identified
6/1/2015,-0.024425,51.43788,Investigation complete; no suspect identified
6/1/2015,-0.005999,51.447658,Investigation complete; no suspect identified
6/1/2015,-0.026958,51.469919,Investigation complete; no suspect identified
6/1/2015,-0.043408,51.478171,Investigation complete; no suspect identified
6/1/2015,-0.043408,51.478171,Investigation complete; no suspect identified
6/1/2015,-0.00381,51.461884,Investigation complete; no suspect identified
6/1/2015,-0.006648,51.426141,Investigation complete; no suspect identified
6/1/2015,-0.049067,51.474821,Investigation complete; no suspect identified
6/1/2015,-0.002263,51.446866,Investigation complete; no suspect identified
6/1/2015,-0.032706,51.459467,Investigation complete; no suspect identified
6/1/2015,0.002101,51.423258,Investigation complete; no suspect identified
6/1/2015,-0.007456,51.445273,Investigation complete; no suspect identified
6/1/2015,-0.049172,51.435894,Investigation complete; no suspect identified
6/1/2015,-0.049728,51.471811,Investigation complete; no suspect identified
6/1/2015,-0.019549,51.46644,Investigation complete; no suspect identified
6/1/2015,-0.025516,51.480965,Investigation complete; no suspect identified
6/1/2015,0.003251,51.435414,Investigation complete; no suspect identified
6/1/2015,-0.016218,51.450961,Investigation complete; no suspect identified
6/1/2015,-0.011378,51.461994,Investigation complete; no suspect identified
6/1/2015,-0.011414,51.455196,Investigation complete; no suspect identified
6/1/2015,-0.053705,51.436545,Suspect charged
6/1/2015,-0.020093,51.466845,Investigation complete; no suspect identified
6/1/2015,-0.011126,51.425713,Investigation complete; no suspect identified
6/1/2015,-0.006084,51.42623,Investigation complete; no suspect identified
6/1/2015,-0.026056,51.451109,Investigation complete; no suspect identified
6/1/2015,-0.012507,51.430692,Investigation complete; no suspect identified
6/1/2015,-0.039749,51.476519,Investigation complete; no suspect identified
6/1/2015,-0.00984,51.463245,Investigation complete; no suspect identified
6/1/2015,-0.006215,51.453615,Investigation complete; no suspect identified
6/1/2015,-0.032069,51.447838,Investigation complete; no suspect identified
6/1/2015,-0.030359,51.468178,Investigation complete; no suspect identified
6/1/2015,-0.034222,51.482487,Investigation complete; no suspect identified
6/1/2015,0.012413,51.427164,Investigation complete; no suspect identified
6/1/2015,0.012413,51.427164,Investigation complete; no suspect identified
6/1/2015,-0.054197,51.437839,Investigation complete; no suspect identified
6/1/2015,0.010755,51.447048,Investigation complete; no suspect identified
6/1/2015,0.010755,51.447048,Investigation complete; no suspect identified
6/1/2015,0.010755,51.447048,Investigation complete; no suspect identified
6/1/2015,-0.016808,51.466232,Investigation complete; no suspect identified
6/1/2015,-0.037014,51.474809,Investigation complete; no suspect identified
6/1/2015,-0.034331,51.487992,Investigation complete; no suspect identified
6/1/2015,-0.017633,51.444879,Investigation complete; no suspect identified
6/1/2015,-0.015848,51.446557,Investigation complete; no suspect identified
6/1/2015,-0.113259,51.503146,Investigation complete; no suspect identified
6/1/2015,-0.075389,51.486821,Investigation complete; no suspect identified
6/1/2015,-0.075389,51.486821,Investigation complete; no suspect identified
6/1/2015,-0.054238,51.479179,Investigation complete; no suspect identified
6/1/2015,-0.069916,51.486129,Investigation complete; no suspect identified
6/1/2015,-0.058497,51.477226,Investigation complete; no suspect identified
6/1/2015,-0.095899,51.487534,Investigation complete; no suspect identified
6/1/2015,-0.094158,51.485752,Investigation complete; no suspect identified
6/1/2015,-0.094158,51.485752,Investigation complete; no suspect identified
6/1/2015,-0.069916,51.486129,Investigation complete; no suspect identified
6/1/2015,-0.102311,51.504831,Investigation complete; no suspect identified
6/1/2015,-0.050456,51.459125,Local resolution
6/1/2015,-0.07788,51.502941,Investigation complete; no suspect identified
6/1/2015,-0.094876,51.485799,Investigation complete; no suspect identified
6/1/2015,-0.059166,51.489278,Investigation complete; no suspect identified
6/1/2015,-0.065129,51.493729,Investigation complete; no suspect identified
6/1/2015,-0.065129,51.493729,Investigation complete; no suspect identified
6/1/2015,-0.094289,51.479846,Investigation complete; no suspect identified
6/1/2015,-0.090915,51.504439,Investigation complete; no suspect identified
6/1/2015,-0.063997,51.496292,Local resolution
6/1/2015,-0.068359,51.485806,Investigation complete; no suspect identified
6/1/2015,-0.090033,51.504848,Investigation complete; no suspect identified
6/1/2015,-0.093217,51.474819,Investigation complete; no suspect identified
6/1/2015,-0.035891,51.505311,Investigation complete; no suspect identified
6/1/2015,-0.064166,51.483822,Suspect charged
6/1/2015,-0.100723,51.498996,Investigation complete; no suspect identified
6/1/2015,-0.063384,51.490715,Investigation complete; no suspect identified
6/1/2015,-0.101628,51.499757,Investigation complete; no suspect identified
6/1/2015,-0.071753,51.495502,Investigation complete; no suspect identified
6/1/2015,-0.060394,51.471898,Investigation complete; no suspect identified
6/1/2015,-0.076972,51.496433,Investigation complete; no suspect identified
6/1/2015,-0.076972,51.496433,Investigation complete; no suspect identified
6/1/2015,-0.076972,51.496433,Investigation complete; no suspect identified
6/1/2015,-0.057455,51.475995,Investigation complete; no suspect identified
6/1/2015,-0.090877,51.501903,Investigation complete; no suspect identified
6/1/2015,-0.090877,51.501903,Investigation complete; no suspect identified
6/1/2015,-0.069706,51.471998,Investigation complete; no suspect identified
6/1/2015,-0.056371,51.473729,Investigation complete; no suspect identified
6/1/2015,-0.048894,51.456923,Investigation complete; no suspect identified
6/1/2015,-0.069916,51.486129,Investigation complete; no suspect identified
6/1/2015,-0.095899,51.487534,Investigation complete; no suspect identified
6/1/2015,-0.080835,51.434276,Investigation complete; no suspect identified
6/1/2015,-0.087918,51.465174,Investigation complete; no suspect identified
6/1/2015,-0.087918,51.465174,Investigation complete; no suspect identified
6/1/2015,-0.076176,51.541662,Investigation complete; no suspect identified
6/1/2015,-0.11326,51.503137,Investigation complete; no suspect identified
6/1/2015,-0.11326,51.503137,Investigation complete; no suspect identified
6/1/2015,-0.040235,51.504818,Investigation complete; no suspect identified
6/1/2015,-0.101655,51.50742,Investigation complete; no suspect identified
6/1/2015,-0.102921,51.483196,Investigation complete; no suspect identified
6/1/2015,-0.069574,51.468308,Offender given a caution
6/1/2015,-0.108143,51.508055,Investigation complete; no suspect identified
6/1/2015,-0.076311,51.497762,Investigation complete; no suspect identified
6/1/2015,-0.07123,51.465908,Investigation complete; no suspect identified
6/1/2015,-0.056999,51.493496,Investigation complete; no suspect identified
6/1/2015,-0.056999,51.493496,Investigation complete; no suspect identified
6/1/2015,-0.094455,51.487267,Investigation complete; no suspect identified
6/1/2015,-0.083279,51.491348,Suspect charged
6/1/2015,-0.059379,51.498517,Suspect charged
6/1/2015,-0.028442,51.525321,Investigation complete; no suspect identified
6/1/2015,-0.096315,51.508313,Investigation complete; no suspect identified
